

Expanded question: ' What faction of Liberal Party Peter Dutton leads?'
Question: What faction of Liberal Party Peter Dutton leads?
9.070777893066406	Peter Dutton is aligned with the "National Right" faction of the Liberal Party, which he leads.	<--Peter Dutton is aligned with the "National Right" faction of the Liberal Party, which he leads.	N/A	Q_4597_0
Mention to answer weight: [0.4680211544036865, 0.31280580163002014, 0.2128240466117859, 0.28649643063545227, 0.1390984058380127, 0.4680211544036865, 0.10862752795219421, 0.31280580163002014, 0.3327968418598175, 0.3530549705028534, 0.28649643063545227, 0.3331664204597473]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.4090402126312256, 0.3563813269138336, 0.4954250454902649]
Mention choice: None
Turn choice: None
Answer mentions: ['Liberals', 'Walter Thomson', 'Peter Oliver', 'Leader of the Opposition']
Answer mention types: None
---
0.5831114602088928	None	1.388360619544983	Following the 2007 federal election, at which the Howard Government was defeated, Nelson was elected leader of the federal Liberal parliamentary group in a contest against former Minister for Environment and Water Resources Malcolm Turnbull, and became the Leader of the Opposition on 3 December 2007.	<--Following the 2007 federal election, at which the Howard Government was defeated, Nelson was elected leader of the federal Liberal parliamentary group in a contest against former Minister for Environment and Water Resources Malcolm Turnbull, and became the Leader of the Opposition on 3 December 2007.	wiki_2161784_3	Q_4597_3
Mention to question weight: [0.3242661654949188, 0.39095988869667053, 0.34843891859054565, 0.3001451790332794, 0.04482772946357727, 0.3242661654949188, 0.09175439924001694, 0.39095988869667053, 0.2616885006427765, 0.7905095219612122, 0.3001451790332794, 0.33291682600975037]
Mention to answer weight: [0.45639777183532715, 0.396872341632843, 0.14208997786045074, 0.2329411655664444, -0.028510404750704765, 0.45639777183532715, 0.1217438206076622, 0.396872341632843, 0.2039387971162796, 0.2718193233013153, 0.2329411655664444, 0.21277868747711182]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.490360826253891, 0.3581424355506897, 0.39794960618019104]
Mention choice: None
Turn choice: None
Answer mentions: ['Brendan Nelson', 'Malcolm Turnbull', 'Liberal Party', 'Howard Government']
Answer mention types: None
---
0.5331367349624634	None	1.2693731784820557	The Leader of the Opposition, Tony Abbott, initially backed Slipper, perhaps due to fact that Slipper had voted for Abbott for the Liberal leadership in December 2009 which Abbott had won by one vote, but later publicly stated that it was up to each member to adhere to the rules regarding entitlements.	<--The Leader of the Opposition, Tony Abbott, initially backed Slipper, perhaps due to fact that Slipper had voted for Abbott for the Liberal leadership in December 2009 which Abbott had won by one vote, but later publicly stated that it was up to each member to adhere to the rules regarding entitlements.	wiki_2167782_28	Q_4597_3
Mention to question weight: [0.3242661654949188, 0.3909599184989929, 0.34843891859054565, 0.3001451790332794, 0.04482772946357727, 0.3242661654949188, 0.09175440669059753, 0.3909599184989929, 0.2616885006427765, 0.7905095219612122, 0.3001451790332794, 0.33291682600975037]
Mention to answer weight: [0.38571277260780334, 0.45506182312965393, 0.20469358563423157, 0.2798997163772583, -0.0026491177268326283, 0.38571277260780334, 0.09575626999139786, 0.45506182312965393, 0.27468615770339966, 0.3435698449611664, 0.2798997163772583, 0.3363754153251648]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.5642226934432983, 0.39133235812187195, 0.42369508743286133]
Mention choice: None
Turn choice: None
Answer mentions: ['Peter Slipper', 'Liberal National Party of Queensland', 'Abbott', 'Opposition', 'Tony Abbott', 'Peter Slipper', 'Abbott']
Answer mention types: None
---
0.5118237805366516	None	1.2186280488967896	However, Cooper was not blamed for the debacle̢  which was widely seen as a vote against Bjelke-Petersen̢  and stayed on as Leader of the Opposition In 1991, when allegations were made in "The Courier-Mail" that a large number of Queensland parliamentarians from all parties had abused their travel entitlements (the "travel rorts affair").	<--However, Cooper was not blamed for the debacle̢  which was widely seen as a vote against Bjelke-Petersen̢  and stayed on as Leader of the Opposition In 1991, when allegations were made in "The Courier-Mail" that a large number of Queensland parliamentarians from all parties had abused their travel entitlements (the "travel rorts affair").	wiki_3487528_32	Q_4597_3
Mention to question weight: [0.3242661952972412, 0.3909599184989929, 0.34843891859054565, 0.3001451790332794, 0.04482770338654518, 0.3242661952972412, 0.09175440669059753, 0.3909599184989929, 0.2616884708404541, 0.7905095815658569, 0.3001451790332794, 0.332916796207428]
Mention to answer weight: [0.22356592118740082, 0.347810298204422, 0.12721455097198486, 0.2747766971588135, 0.0495828315615654, 0.22356592118740082, 0.2228884994983673, 0.347810298204422, 0.24379727244377136, 0.31508076190948486, 0.2747766971588135, 0.20034177601337433]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.3356967270374298, 0.3097617030143738, 0.2808370292186737]
Mention choice: None
Turn choice: None
Answer mentions: ['Bjelke', 'Queensland', 'Russell Cooper', 'The Courier-Mail']
Answer mention types: None
---
0.493827223777771	None	1.175779104232788	From 1958 to 1967 Clive Stoneham was Labor and Opposition Leader.	<--From 1958 to 1967 Clive Stoneham was Labor and Opposition Leader.	wiki_4798596_150	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599184989929, 0.34843897819519043, 0.3001452386379242, 0.04482773318886757, 0.3242662250995636, 0.09175442159175873, 0.3909599184989929, 0.2616885304450989, 0.7905094623565674, 0.3001452386379242, 0.33291682600975037]
Mention to answer weight: [0.3018612265586853, 0.3789062798023224, 0.1321801245212555, 0.3153367042541504, 0.16696402430534363, 0.3018612265586853, 0.20757219195365906, 0.3789062798023224, 0.30633437633514404, 0.42368653416633606, 0.3153367042541504, 0.22297881543636322]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.419565886259079, 0.33976858854293823, 0.4152284860610962]
Mention choice: None
Turn choice: None
Answer mentions: ['Australian Labor Party']
Answer mention types: None
---
0.35238014459609984	None	0.8390003442764282	From the start of the Whitlam government, the Opposition, led by Billy Snedden (who replaced McMahon as Liberal leader in December 1972) sought to use control of the Senate to balk Whitlam.	<--From the start of the Whitlam government, the Opposition, led by Billy Snedden (who replaced McMahon as Liberal leader in December 1972) sought to use control of the Senate to balk Whitlam.	wiki_3422758_66	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.39095988869667053, 0.34843888878822327, 0.3001452088356018, 0.04482767730951309, 0.3242662250995636, 0.09175440669059753, 0.39095988869667053, 0.2616884708404541, 0.7905094623565674, 0.3001452088356018, 0.33291682600975037]
Mention to answer weight: [0.29829245805740356, 0.2637921869754791, 0.1482897251844406, 0.24831055104732513, 0.10770846903324127, 0.29829245805740356, 0.0604502409696579, 0.2637921869754791, 0.3252597451210022, 0.3288350999355316, 0.24831055104732513, 0.2377772033214569]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.3361920714378357, 0.3563533127307892, 0.3713085651397705]
Mention choice: None
Turn choice: None
Answer mentions: ['Billy Snedden', 'Whitlam Government', 'Liberal', 'Opposition', 'Whitlam Government', 'McMahon Government', 'Senate']
Answer mention types: None
---
0.31420569777488705	None	0.7481088042259216	Rann succeeded Lynn Arnold as leader of the South Australian Branch of the Australian Labor Party and South Australian Leader of the Opposition in 1994.	<--Rann succeeded Lynn Arnold as leader of the South Australian Branch of the Australian Labor Party and South Australian Leader of the Opposition in 1994.	wiki_4490435_3	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599781036377, 0.34843894839286804, 0.3001452386379242, 0.04482770338654518, 0.3242662250995636, 0.09175442159175873, 0.3909599781036377, 0.26168856024742126, 0.7905095815658569, 0.3001452386379242, 0.33291682600975037]
Mention to answer weight: [0.3244803249835968, 0.4336300790309906, 0.12360843271017075, 0.2958356738090515, 0.12055454403162003, 0.3244803249835968, 0.2549348771572113, 0.4336300790309906, 0.2735570967197418, 0.3568888306617737, 0.2958356738090515, 0.2906282842159271]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.4873107969760895, 0.42466485500335693, 0.4397645890712738]
Mention choice: None
Turn choice: None
Answer mentions: ['Australian Labor Party', 'Mike Rann', 'Australian Labor Party', 'South Australian', 'Lynn Arnold']
Answer mention types: None
---
0.31269009232521056	None	0.7445002198219299	From the start of the Whitlam government, the Opposition, led by Billy Snedden (who replaced McMahon as Liberal leader in December 1972) sought to use control of the Senate to baulk Whitlam.	<--From the start of the Whitlam government, the Opposition, led by Billy Snedden (who replaced McMahon as Liberal leader in December 1972) sought to use control of the Senate to baulk Whitlam.	wiki_2022628_242	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.39095988869667053, 0.34843888878822327, 0.3001452088356018, 0.04482767730951309, 0.3242662250995636, 0.09175440669059753, 0.39095988869667053, 0.2616884708404541, 0.7905094623565674, 0.3001452088356018, 0.33291682600975037]
Mention to answer weight: [0.30703243613243103, 0.2758871018886566, 0.15630264580249786, 0.25489503145217896, 0.11885524541139603, 0.30703243613243103, 0.07199335843324661, 0.2758871018886566, 0.32310548424720764, 0.3271777629852295, 0.25489503145217896, 0.252101868391037]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.34417274594306946, 0.35062673687934875, 0.3651832342147827]
Mention choice: None
Turn choice: None
Answer mentions: ['Opposition', 'McMahon', 'Liberal', 'Senate', 'Gough Whitlam', 'Billy Snedden', 'Gough Whitlam']
Answer mention types: None
---
0.27984502315521237	None	0.6662976741790771	On 4 August 2008, Troy Buswell resigned as Opposition Leader and two days later Barnett was re-elected unopposed to the Liberal leadership despite the fact that he had previously announced his retirement and Deidre Willmott (who would subsequently be appointed as his Chief of Staff) had been endorsed in his electorate.	<--On 4 August 2008, Troy Buswell resigned as Opposition Leader and two days later Barnett was re-elected unopposed to the Liberal leadership despite the fact that he had previously announced his retirement and Deidre Willmott (who would subsequently be appointed as his Chief of Staff) had been endorsed in his electorate.	wiki_5071397_51	Q_4597_3
Mention to question weight: [0.3242661654949188, 0.39095988869667053, 0.34843891859054565, 0.3001451790332794, 0.04482772946357727, 0.3242661654949188, 0.09175439924001694, 0.39095988869667053, 0.2616885006427765, 0.7905095219612122, 0.3001451790332794, 0.33291682600975037]
Mention to answer weight: [0.3229336142539978, 0.29230809211730957, 0.04191964864730835, 0.21483175456523895, 0.0811016708612442, 0.3229336142539978, 0.08147105574607849, 0.29230809211730957, 0.17446894943714142, 0.318344384431839, 0.21483175456523895, 0.13932669162750244]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.3647820055484772, 0.3704405426979065, 0.4105786383152008]
Mention choice: None
Turn choice: None
Answer mentions: ['Colin Barnett', 'Troy Buswell', 'Liberal', 'Deidre Willmott']
Answer mention types: None
---
0.21572441339492798	None	0.5136295557022095	After resigning as Premier and Leader of the Labor Party on 19 February 1996, Goss returned to the back benches of the Opposition under new Opposition Leader Peter Beattie and assumed something of an "elder statesman" role.	<--After resigning as Premier and Leader of the Labor Party on 19 February 1996, Goss returned to the back benches of the Opposition under new Opposition Leader Peter Beattie and assumed something of an "elder statesman" role.	wiki_689621_41	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.39095988869667053, 0.34843888878822327, 0.3001452088356018, 0.04482767730951309, 0.3242662250995636, 0.09175440669059753, 0.39095988869667053, 0.2616884708404541, 0.7905094623565674, 0.3001452088356018, 0.33291682600975037]
Mention to answer weight: [0.2740687429904938, 0.34468045830726624, 0.14833256602287292, 0.26762646436691284, 0.036968622356653214, 0.2740687429904938, 0.08671721071004868, 0.34468045830726624, 0.24033714830875397, 0.34433650970458984, 0.26762646436691284, 0.17551496624946594]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.4243275821208954, 0.3917096257209778, 0.42802584171295166]
Mention choice: None
Turn choice: None
Answer mentions: ['Wayne Goss', 'Peter Beattie', 'Opposition', 'Labor Party']
Answer mention types: None
---
0.2144405221939087	None	0.5105726718902588	Reith was then elected deputy opposition leader and appointed Shadow Treasurer, a position he held from 1990 to 1993.	<--Reith was then elected deputy opposition leader and appointed Shadow Treasurer, a position he held from 1990 to 1993.	wiki_3833304_18	Q_4597_3
