

Expanded question: ' What position Steve Bullock had worked in 1996?'
Question: What position Steve Bullock had worked in 1996?
8.243512153625488	In 1996, Steve Bullock served as chief legal counsel to Montana Secretary of State Mike Cooney.	<--In 1996, Steve Bullock served as chief legal counsel to Montana Secretary of State Mike Cooney.	N/A	Q_6437_0
-9.22138500213623	On Tuesday, January 17, then-President-elect Trump arrived in Washington, D.C. to attend what was titled the "Chairman's Global Dinner," a high-profile dinner that was intended to serve as an introduction between foreign diplomats and the incoming Trump administration officials and appointees.	<--On Tuesday, January 17, then-President-elect Trump arrived in Washington, D.C. to attend what was titled the "Chairman's Global Dinner," a high-profile dinner that was intended to serve as an introduction between foreign diplomats and the incoming Trump administration officials and appointees.	wiki_1718347_35	Q_6437_5
-9.253946304321289	A protest and a university-organized counter-event were held to coincide with Spencer's event.	<--A protest and a university-organized counter-event were held to coincide with Spencer's event.	wiki_2348064_49	Q_6437_5
-9.42681884765625	The United States Climate Alliance is a bipartisan coalition of states and unincorporated self-governing territories in the United States that are committed to upholding the objectives of the 2015 Paris Agreement on climate change within their borders, by achieving the U.S. goal of reducing greenhouse gas (carbon dioxide equivalent) economy-wide emissions 26Ã¢  28% from 2005 levels by 2025 and meeting or exceeding the targets of the federal Clean Power Plan.	<--The United States Climate Alliance is a bipartisan coalition of states and unincorporated self-governing territories in the United States that are committed to upholding the objectives of the 2015 Paris Agreement on climate change within their borders, by achieving the U.S. goal of reducing greenhouse gas (carbon dioxide equivalent) economy-wide emissions 26Ã¢  28% from 2005 levels by 2025 and meeting or exceeding the targets of the federal Clean Power Plan.	wiki_763548_0	Q_6437_5
-9.42919921875	The swearing-in ceremony and the inaugural luncheon for President-elect Trump and Vice President-elect Pence were planned by the Joint Congressional Committee on Inaugural Ceremonies, a committee composed of United States Senator Roy Blunt of Missouri, the committee chair, and Senate party leaders Mitch McConnell of Kentucky and Chuck Schumer of New York, and House Speaker Paul Ryan of Wisconsin and House party leaders Kevin McCarthy of California and Nancy Pelosi of California.	<--The swearing-in ceremony and the inaugural luncheon for President-elect Trump and Vice President-elect Pence were planned by the Joint Congressional Committee on Inaugural Ceremonies, a committee composed of United States Senator Roy Blunt of Missouri, the committee chair, and Senate party leaders Mitch McConnell of Kentucky and Chuck Schumer of New York, and House Speaker Paul Ryan of Wisconsin and House party leaders Kevin McCarthy of California and Nancy Pelosi of California.	wiki_1718347_21	Q_6437_5
-9.448807716369629	In dinner remarks after their meeting, Turnbull celebrated the unity of spirit that brought the two countries together against Japan in World War Two, and said Australia and the United States are united against North Korea's nuclear and missile programs and are fighting together in Afghanistan.	<--In dinner remarks after their meeting, Turnbull celebrated the unity of spirit that brought the two countries together against Japan in World War Two, and said Australia and the United States are united against North Korea's nuclear and missile programs and are fighting together in Afghanistan.	news_344979_28	Q_6437_5
-9.448807716369629	In dinner remarks after their meeting, Turnbull celebrated the unity of spirit that brought the two countries together against Japan in World War Two, and said Australia and the United States are united against North Korea's nuclear and missile programs and are fighting together in Afghanistan.	<--In dinner remarks after their meeting, Turnbull celebrated the unity of spirit that brought the two countries together against Japan in World War Two, and said Australia and the United States are united against North Korea's nuclear and missile programs and are fighting together in Afghanistan.	news_344984_28	Q_6437_5
-9.462409973144531	In a press conference on January 21, Sean Spicer, Trump's White House Press Secretary, stated that the crowd "was the largest audience ever to witness an inauguration, period, both in person and around the globe", and accused the media of reporting false crowd estimates to "lessen the enthusiasm of the inauguration".	<--In a press conference on January 21, Sean Spicer, Trump's White House Press Secretary, stated that the crowd "was the largest audience ever to witness an inauguration, period, both in person and around the globe", and accused the media of reporting false crowd estimates to "lessen the enthusiasm of the inauguration".	wiki_1718347_182	Q_6437_5
-9.513347625732422	The fundraiser was the first event that Trump hosted for the Trump Victory Committee since becoming president, as well as the first presidential campaign fundraiser.	<--The fundraiser was the first event that Trump hosted for the Trump Victory Committee since becoming president, as well as the first presidential campaign fundraiser.	wiki_2069526_201	Q_6437_5
-9.520795822143555	The Joint Congressional Committee on Inaugural Ceremonies chose the inaugural theme, "Uniquely American", a phrase that was meant to highlight the inaugural ceremony as "a uniquely American expression of our Constitutional system."	<--The Joint Congressional Committee on Inaugural Ceremonies chose the inaugural theme, "Uniquely American", a phrase that was meant to highlight the inaugural ceremony as "a uniquely American expression of our Constitutional system."	wiki_1718347_23	Q_6437_5
-9.548324584960938	American Tradition said the standards were being implemented for the benefit of Ã¢  connected, higher-priced Ã¢  greenÃ¢   speculators.Ã¢   ATP initially planned to overturn the law via ballot initiative but soon turned away from that effort.	<--American Tradition said the standards were being implemented for the benefit of Ã¢  connected, higher-priced Ã¢  greenÃ¢   speculators.Ã¢   ATP initially planned to overturn the law via ballot initiative but soon turned away from that effort.	wiki_1466906_22	Q_6437_5
-9.564777374267578	The meeting was held in Trump Tower in New York City between three members of the 2016 Donald Trump presidential campaign: Trump Jr., Jared Kushner, and Paul Manafortand Russian lawyer Natalia Veselnitskaya, her translator Anatoli Samochornov, Russian-American lobbyist Rinat Akhmetshin, and Ike Kaveladze, a Russian-American, US-based senior vice president at Crocus Group, the real estate development company run by Aras Agalarov.	<--The meeting was held in Trump Tower in New York City between three members of the 2016 Donald Trump presidential campaign: Trump Jr., Jared Kushner, and Paul Manafortand Russian lawyer Natalia Veselnitskaya, her translator Anatoli Samochornov, Russian-American lobbyist Rinat Akhmetshin, and Ike Kaveladze, a Russian-American, US-based senior vice president at Crocus Group, the real estate development company run by Aras Agalarov.	wiki_1740239_29	Q_6437_5
-9.578771591186523	The status of women in the 19th-century West has drawn the attention of numerous scholars, whose interpretations fall into three types: 1) the Frontier school influenced by Frederick Jackson Turner, which argues that the West was a liberating experience for women and men; 2) the reactionists, who view the West as a place of drudgery for women, who reacted unfavorably to the isolation and difficult work environment in the West; and 3) those writers who claim the West had no distinctive effect on women's lives, that it was a static, neutral frontier.	<--The status of women in the 19th-century West has drawn the attention of numerous scholars, whose interpretations fall into three types: 1) the Frontier school influenced by Frederick Jackson Turner, which argues that the West was a liberating experience for women and men; 2) the reactionists, who view the West as a place of drudgery for women, who reacted unfavorably to the isolation and difficult work environment in the West; and 3) those writers who claim the West had no distinctive effect on women's lives, that it was a static, neutral frontier.	wiki_4935448_201	Q_6437_5
-9.693315505981445	a conference call of several top officials was convened to discuss the ongoing confusion over the executive order and the anger from Cabinet officials over their lack of inclusion in the process in advance.	<--a conference call of several top officials was convened to discuss the ongoing confusion over the executive order and the anger from Cabinet officials over their lack of inclusion in the process in advance.	news_100699_100	Q_6437_5
-9.74448013305664	While most who led prayers and offered readings at the service at the Washington National Cathedral were overwhelmingly evangelical , the long list of participants also included leaders from the Catholic, Greek Orthodox, Jewish, Mormon, Muslim, Sikh, Buddhist, BahÃ¡'Ã faiths.	<--While most who led prayers and offered readings at the service at the Washington National Cathedral were overwhelmingly evangelical , the long list of participants also included leaders from the Catholic, Greek Orthodox, Jewish, Mormon, Muslim, Sikh, Buddhist, BahÃ¡'Ã faiths.	news_60124_3	Q_6437_5
-9.74448013305664	While most who led prayers and offered readings at the service at the Washington National Cathedral were overwhelmingly evangelical , the long list of participants also included leaders from the Catholic, Greek Orthodox, Jewish, Mormon, Muslim, Sikh, Buddhist, BahÃ¡'Ã faiths.	<--While most who led prayers and offered readings at the service at the Washington National Cathedral were overwhelmingly evangelical , the long list of participants also included leaders from the Catholic, Greek Orthodox, Jewish, Mormon, Muslim, Sikh, Buddhist, BahÃ¡'Ã faiths.	news_60187_3	Q_6437_5
-9.77286434173584	The 2017 Presidential Inaugural Committee organized several other inauguration-related events at the direction of the PresidentÃ¢  elect and Vice PresidentÃ¢  elect of the United States, such as the concerts, parade, balls and prayer service.	<--The 2017 Presidential Inaugural Committee organized several other inauguration-related events at the direction of the PresidentÃ¢  elect and Vice PresidentÃ¢  elect of the United States, such as the concerts, parade, balls and prayer service.	wiki_1718347_28	Q_6437_5
-9.806270599365234	All of the governors and most of the senators in the room agreed that the top priority was for Congress to appropriate money for what are called cost-sharing reductions .	<--All of the governors and most of the senators in the room agreed that the top priority was for Congress to appropriate money for what are called cost-sharing reductions .	news_637872_11	Q_6437_5
-9.806270599365234	All of the governors and most of the senators in the room agreed that the top priority was for Congress to appropriate money for what are called cost-sharing reductions .	<--All of the governors and most of the senators in the room agreed that the top priority was for Congress to appropriate money for what are called cost-sharing reductions .	news_637916_11	Q_6437_5
-9.845048904418945	A man displays a placard as people lineup to get into the National Mall for the inauguration of US President-elect Donald Trump in Washington DC Getty Images 18/30 Protesters demonstrating against U.S. President Donald Trump raise their hands as they are surrounded by police on the sidelines of the inauguration in	<--A man displays a placard as people lineup to get into the National Mall for the inauguration of US President-elect Donald Trump in Washington DC Getty Images 18/30 Protesters demonstrating against U.S. President Donald Trump raise their hands as they are surrounded by police on the sidelines of the inauguration in	news_148809_25	Q_6437_5
-9.845048904418945	A man displays a placard as people lineup to get into the National Mall for the inauguration of US President-elect Donald Trump in Washington DC Getty Images 18/30 Protesters demonstrating against U.S. President Donald Trump raise their hands as they are surrounded by police on the sidelines of the inauguration in	<--A man displays a placard as people lineup to get into the National Mall for the inauguration of US President-elect Donald Trump in Washington DC Getty Images 18/30 Protesters demonstrating against U.S. President Donald Trump raise their hands as they are surrounded by police on the sidelines of the inauguration in	news_384813_13	Q_6437_5
-9.845048904418945	A man displays a placard as people lineup to get into the National Mall for the inauguration of US President-elect Donald Trump in Washington DC Getty Images 18/30 Protesters demonstrating against U.S. President Donald Trump raise their hands as they are surrounded by police on the sidelines of the inauguration in	<--A man displays a placard as people lineup to get into the National Mall for the inauguration of US President-elect Donald Trump in Washington DC Getty Images 18/30 Protesters demonstrating against U.S. President Donald Trump raise their hands as they are surrounded by police on the sidelines of the inauguration in	news_125025_36	Q_6437_5
