

Expanded question: ' When did Trader Joe's open its first store?'
Question: When did Trader Joe's open its first store?
10.47512435913086	The first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California.	<--The first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California.	N/A	Q_3358_0
-9.272469520568848	The anthology format allowed the series to depict a wider variety of police activities and experiences than was usual in police dramas.	<--The anthology format allowed the series to depict a wider variety of police activities and experiences than was usual in police dramas.	wiki_2123856_11	Q_3358_5
-9.27642822265625	"We never really intended to write a play about our experience there or to try to replicate the stories we heard and things we experienced.	<--"We never really intended to write a play about our experience there or to try to replicate the stories we heard and things we experienced.	news_836223_29	Q_3358_5
-9.286593437194824	Brenda, a bank teller, is an insecure person with low self-esteem with dating problems, similar to how Rhoda herself had experienced difficulty in dating in Minneapolis in the early years of "The Mary Tyler Moore Show".	<--Brenda, a bank teller, is an insecure person with low self-esteem with dating problems, similar to how Rhoda herself had experienced difficulty in dating in Minneapolis in the early years of "The Mary Tyler Moore Show".	wiki_2035268_10	Q_3358_5
-9.370809555053711	A person who experienced great fame and celebrity, more than I ever did, for longer, and then has had to adjust to not being famous, which is a lot of what her book is about.	<--A person who experienced great fame and celebrity, more than I ever did, for longer, and then has had to adjust to not being famous, which is a lot of what her book is about.	news_1345468_44	Q_3358_5
-9.389098167419434	During the first season of the series, Friday's partner was named "Frank Smith," but unlike the character played by Alexander and Ellis on the original series, this Frank Smith, as played by Ethan Embry, was not an experienced, veteran officer, but a young detective being mentored by Friday.	<--During the first season of the series, Friday's partner was named "Frank Smith," but unlike the character played by Alexander and Ellis on the original series, this Frank Smith, as played by Ethan Embry, was not an experienced, veteran officer, but a young detective being mentored by Friday.	wiki_3510253_50	Q_3358_5
-9.404472351074219	The musical colloquialism "exotica" means tropical ersatz good, the non-native, pseudo experience of insular Oceania, Southeast Asia, Hawaii, the Amazon basin, the Andes and tribal Africa.	<--The musical colloquialism "exotica" means tropical ersatz good, the non-native, pseudo experience of insular Oceania, Southeast Asia, Hawaii, the Amazon basin, the Andes and tribal Africa.	wiki_4479432_1	Q_3358_5
-9.406879425048828	Devin Field, a man who said he was walking into the store when the incident unfolded, described his experience in a series of tweets.	<--Devin Field, a man who said he was walking into the store when the incident unfolded, described his experience in a series of tweets.	news_1237113_13	Q_3358_5
-9.452468872070312	Television and Film.	<--Television and Film.	wiki_3504056_16	Q_3358_5
-9.45898151397705	In January 2014, after responding to a trailer for a new season of TV drama which failed to include a single BAME artist, Lee Wynter brought together a group of friends and colleagues, Ruth Wilson, Stephanie Street, Daniel Evans, Andy Pryor, Malcolm Sinclair, Kobna Holdbrook-Smith and Ony Uhiara to find a way to inspire change in TV drama.	<--In January 2014, after responding to a trailer for a new season of TV drama which failed to include a single BAME artist, Lee Wynter brought together a group of friends and colleagues, Ruth Wilson, Stephanie Street, Daniel Evans, Andy Pryor, Malcolm Sinclair, Kobna Holdbrook-Smith and Ony Uhiara to find a way to inspire change in TV drama.	wiki_1093432_19	Q_3358_5
-9.475669860839844	In the late 1970s, Joe Shanahan, having experienced the art, music and dance culture in New York City, created a club to host creative acts in Chicago.	<--In the late 1970s, Joe Shanahan, having experienced the art, music and dance culture in New York City, created a club to host creative acts in Chicago.	wiki_4905622_6	Q_3358_5
-9.490656852722168	Television, film, and radio.	<--Television, film, and radio.	wiki_5062381_50	Q_3358_5
-9.510819435119629	Raymond Gutierrez (born January 21, 1984 in Beverly Hills, California), is a TV host, editor, columnist, endorser, entrepreneur and occasional actor in the Philippines.	<--Raymond Gutierrez (born January 21, 1984 in Beverly Hills, California), is a TV host, editor, columnist, endorser, entrepreneur and occasional actor in the Philippines.	wiki_3403454_0	Q_3358_5
-9.530614852905273	For a more intimate experience, there's a smaller balcony in a back corner where onlookers can gaze upon the Uptown skyline.	<--For a more intimate experience, there's a smaller balcony in a back corner where onlookers can gaze upon the Uptown skyline.	news_150087_23	Q_3358_5
-9.624942779541016	Film and television work.	<--Film and television work.	wiki_1539310_10	Q_3358_5
-9.647886276245117	It s not that anyone actually wants to experience the apocalypse, he said.	<--It s not that anyone actually wants to experience the apocalypse, he said.	news_768648_8	Q_3358_5
-9.692456245422363	T.K. is also featured in supplementary audio dramas released on CD during the television series' run, most of which consist miscellaneous adventures with the other DigiDestined that do not relate to the overall plot of the show.	<--T.K. is also featured in supplementary audio dramas released on CD during the television series' run, most of which consist miscellaneous adventures with the other DigiDestined that do not relate to the overall plot of the show.	wiki_3060580_420	Q_3358_5
-9.723468780517578	.	<--.	wiki_3504056_30	Q_3358_5
-9.741641998291016	Film and television.	<--Film and television.	wiki_3816100_90	Q_3358_5
-9.741643905639648	Film and Television.	<--Film and Television.	wiki_3638801_28	Q_3358_5
-9.744752883911133	1.	<--1.	news_787644_6	Q_3358_5
-9.744752883911133	1.	<--1.	news_508537_3	Q_3358_5
-9.76258659362793	No.	<--No.	news_1345468_63	Q_3358_5
-9.810287475585938	Not unlike Hollywood films, a  host of past hits have been or are being revived for TV and streaming services in recent years, including Beverly Hills, 90210,  Dallas, The X-Files,  Fuller House, Gilmore Girls, 24, Prison Break and Magnum P.I.	<--Not unlike Hollywood films, a  host of past hits have been or are being revived for TV and streaming services in recent years, including Beverly Hills, 90210,  Dallas, The X-Files,  Fuller House, Gilmore Girls, 24, Prison Break and Magnum P.I.	news_50943_10	Q_3358_5
-9.814294815063477	The Center City bar typically draws a diverse audience for major TV events, attracting construction workers and politicians, said owner and manager Christopher Mullins.	<--The Center City bar typically draws a diverse audience for major TV events, attracting construction workers and politicians, said owner and manager Christopher Mullins.	news_432720_8	Q_3358_5
-9.819708824157715	The content of the PBS television series intended to bridge a gap between Eastern meditation and Western physical fitness, using Tai Chi's slow, rhythmic movements to create harmony between mind and body.	<--The content of the PBS television series intended to bridge a gap between Eastern meditation and Western physical fitness, using Tai Chi's slow, rhythmic movements to create harmony between mind and body.	wiki_858637_34	Q_3358_5
-9.834436416625977	]	<--]	news_1364101_13	Q_3358_5
-9.837077140808105	2.	<--2.	wiki_4228602_42	Q_3358_5
-9.84268569946289	The fourth Ticket is found in Television City, California by Mike Teavee, a boy who seems more interested in television, video games and cell phones than touring Wonka's factory ("I See It All On TV").	<--The fourth Ticket is found in Television City, California by Mike Teavee, a boy who seems more interested in television, video games and cell phones than touring Wonka's factory ("I See It All On TV").	wiki_1173740_27	Q_3358_5
-9.84488296508789	3.	<--3.	news_627267_29	Q_3358_5
-9.84488296508789	3.	<--3.	news_627286_29	Q_3358_5
-9.84488296508789	3.	<--3.	news_508537_12	Q_3358_5
-9.870952606201172	The Daytime Emmy Awards are awards presented by the New YorkÃ¢  based National Academy of Television Arts and Sciences and the Los AngelesÃ¢  based Academy of Television Arts &amp; Sciences in recognition of excellence in American daytime television programming.	<--The Daytime Emmy Awards are awards presented by the New YorkÃ¢  based National Academy of Television Arts and Sciences and the Los AngelesÃ¢  based Academy of Television Arts &amp; Sciences in recognition of excellence in American daytime television programming.	wiki_4771184_36	Q_3358_5
-9.871502876281738	It s all of that.	<--It s all of that.	news_1173397_40	Q_3358_5
-9.885700225830078	s	<--s	wiki_4492630_7	Q_3358_5
-9.90559196472168	9.	<--9.	news_508537_46	Q_3358_5
-9.912128448486328	Movie and television.	<--Movie and television.	wiki_4771184_22	Q_3358_5
-9.921324729919434	6.	<--6.	news_508537_28	Q_3358_5
-9.9246187210083	&	<--&	wiki_1648953_30	Q_3358_5
-9.930068969726562	Tai is also featured in supplementary audio dramas released on CD during the television series' run, most of which consist miscellaneous adventures with the other DigiDestined that do not relate to the overall plot of the show.	<--Tai is also featured in supplementary audio dramas released on CD during the television series' run, most of which consist miscellaneous adventures with the other DigiDestined that do not relate to the overall plot of the show.	wiki_3060580_61	Q_3358_5
-9.941429138183594	The program promised viewers of all ages and physical abilities an increase of strength and endurance, improving postural alignment and body tone, reducing overall tension and sharpening mental acuity.	<--The program promised viewers of all ages and physical abilities an increase of strength and endurance, improving postural alignment and body tone, reducing overall tension and sharpening mental acuity.	wiki_858637_36	Q_3358_5
-9.949851989746094	Edgar Buchanan (March 20, 1903Ã  Ã¢   April 4, 1979) was an American actor with a long career in both film and television, most familiar today as Uncle Joe Carson from the "Petticoat Junction", "Green Acres", and "The Beverly Hillbillies" television sitcoms of the 1960s.	<--Edgar Buchanan (March 20, 1903Ã  Ã¢   April 4, 1979) was an American actor with a long career in both film and television, most familiar today as Uncle Joe Carson from the "Petticoat Junction", "Green Acres", and "The Beverly Hillbillies" television sitcoms of the 1960s.	wiki_1842387_0	Q_3358_5
-9.95728874206543	12.	<--12.	news_508537_59	Q_3358_5
-9.960294723510742	This gluttonous affair offers a two-floor culinary experience with live music and almost any dish imaginable from foie gras to fresh seafood, soup, teppanyaki and traditional Chinese delicacies -- all accompanied by Champagne, shots of iced Van Gogh vodka and free-flowing wine.	<--This gluttonous affair offers a two-floor culinary experience with live music and almost any dish imaginable from foie gras to fresh seafood, soup, teppanyaki and traditional Chinese delicacies -- all accompanied by Champagne, shots of iced Van Gogh vodka and free-flowing wine.	news_508537_57	Q_3358_5
-9.961945533752441	Mike is a violent and obnoxious bully who is addicted to television and video games, and whose frantic mother spoils him rotten and explains his hazardous activities and how he used Wonka's password to get his Golden Ticket.	<--Mike is a violent and obnoxious bully who is addicted to television and video games, and whose frantic mother spoils him rotten and explains his hazardous activities and how he used Wonka's password to get his Golden Ticket.	wiki_2177830_55	Q_3358_5
-9.966926574707031	Other television projects.	<--Other television projects.	wiki_985651_13	Q_3358_5
-9.984986305236816	yeah,	<--yeah,	news_1365022_38	Q_3358_5
-9.98831844329834	11.	<--11.	news_508537_55	Q_3358_5
-9.99008846282959	Exposure of the music on television also added to the popularity of their music.	<--Exposure of the music on television also added to the popularity of their music.	wiki_3832955_73	Q_3358_5
-9.99871826171875	Also, a repeat of the episode on the Fox network December 16, 2007 was number 29 of 94 programs listed by Nielsen Media Research, the audience measurement systems developed to determine the audience size and composition of television programming in the United States, for the week of December 10 to December 16, 2007.	<--Also, a repeat of the episode on the Fox network December 16, 2007 was number 29 of 94 programs listed by Nielsen Media Research, the audience measurement systems developed to determine the audience size and composition of television programming in the United States, for the week of December 10 to December 16, 2007.	wiki_71407_58	Q_3358_5
-9.999341011047363	10.	<--10.	news_508537_51	Q_3358_5
-10.002256393432617	If they see an interested audience, they'll even swish their hips a bit to enliven the performance.	<--If they see an interested audience, they'll even swish their hips a bit to enliven the performance.	news_508537_32	Q_3358_5
-10.004377365112305	21.	<--21.	news_508537_93	Q_3358_5
